,raw_document_title,authors,art_no,document_type,rank_gcs,global_citations,rank_lcs,local_citations,year
0,Introducing Business Visual Analytics into Business Education by Information Technology and Computing Methods,Zhang Y./1; Chan K.K.; Liu J.,4,Review,88,0,88,0,2022
